Job_Title,Education_Level,Risk_Category,Average_Salary,Automation_Probability_2030,AI_Exposure_Index
AI Engineer,PhD,Low,115317,0.1,0.19
Doctor,Bachelor's,Low,115564,0.17,0.89
UX Researcher,High School,Medium,35504,0.58,0.12
Lawyer,Master's,Low,63489,0.66,0.33
Teacher,High School,Low,135390,0.1,0.97
Teacher,High School,Low,36902,0.06,0.85
Truck Driver,PhD,High,77373,0.76,0.57
Teacher,High School,Low,57309,0.21,0.7
AI Engineer,PhD,Low,104010,0.12,0.35
Data Scientist,PhD,Medium,68011,0.58,0.2
Chef,PhD,Medium,51460,0.69,0.48
Graphic Designer,High School,Medium,125076,0.66,0.49
Customer Support,High School,High,45281,0.92,0.06
Customer Support,High School,High,67038,0.77,0.46
Construction Worker,PhD,Medium,143472,0.81,0.15
Software Engineer,Master's,Low,54192,0.58,0.93
Software Engineer,Master's,Low,138614,0.59,0.77
Mechanic,Bachelor's,Medium,124500,0.31,0.51
AI Engineer,PhD,Low,90486,0.05,0.62
Retail Worker,Bachelor's,High,44142,0.74,0.49
Truck Driver,PhD,High,121168,0.89,0.55
Software Engineer,Master's,Low,34461,0.39,0.54
Chef,PhD,Medium,41591,0.5,0.59
Doctor,Bachelor's,Low,58465,0.17,0.53
Lawyer,Master's,Low,89973,0.5,0.61
Customer Support,High School,High,134615,0.73,0.42
Security Guard,High School,Medium,81469,0.8,0.27
Marketing Manager,Master's,Medium,105764,0.39,0.13
HR Specialist,PhD,Low,50543,0.47,0.69
Lawyer,Master's,Low,36086,0.46,0.7
Nurse,High School,Low,65906,0.14,0.7
Truck Driver,PhD,High,70527,0.92,0.69
Chef,PhD,Medium,91894,0.34,0.94
Marketing Manager,Master's,Medium,78145,0.69,0.91
Software Engineer,Master's,Low,95056,0.69,0.88
Security Guard,High School,Medium,135949,0.82,0.44
Customer Support,High School,High,78793,0.9,0.14
UX Researcher,High School,Medium,81380,0.53,0.42
Security Guard,High School,Medium,33827,0.95,0.37
Lawyer,Master's,Low,103038,0.33,0.51
Chef,PhD,Medium,122276,0.35,0.92
Truck Driver,PhD,High,89309,0.81,0.59
Financial Analyst,Master's,Low,57891,0.33,0.99
Doctor,Bachelor's,Low,61766,0.26,0.91
Marketing Manager,Master's,Medium,87657,0.57,0.95
Construction Worker,PhD,Medium,48476,0.77,0.55
Retail Worker,Bachelor's,High,121860,0.82,0.24
Data Scientist,PhD,Medium,125798,0.4,0.31
Financial Analyst,Master's,Low,138695,0.52,0.93
Research Scientist,Master's,Low,69802,0.19,0.58
HR Specialist,PhD,Low,86832,0.38,0.6
HR Specialist,PhD,Low,143959,0.38,0.86
Construction Worker,PhD,Medium,61709,0.71,0.62
Data Scientist,PhD,Medium,43669,0.61,0.9
Marketing Manager,Master's,Medium,61142,0.57,0.03
Truck Driver,PhD,High,111396,0.91,0.63
Software Engineer,Master's,Low,50852,0.31,0.65
Mechanic,Bachelor's,Medium,99191,0.69,0.29
Software Engineer,Master's,Low,69537,0.4,0.96
Truck Driver,PhD,High,65629,0.79,0.9
Software Engineer,Master's,Low,39597,0.45,0.53
Customer Support,High School,High,34096,0.76,0.64
Truck Driver,PhD,High,63434,0.78,0.54
UX Researcher,High School,Medium,81358,0.35,0.53
Marketing Manager,Master's,Medium,80626,0.33,0.59
Retail Worker,Bachelor's,High,59638,0.74,0.62
HR Specialist,PhD,Low,30030,0.37,0.25
UX Researcher,High School,Medium,145156,0.47,0.15
AI Engineer,PhD,Low,88717,0.07,0.33
Construction Worker,PhD,Medium,68746,0.72,0.24
UX Researcher,High School,Medium,83207,0.46,0.51
Teacher,High School,Low,138109,0.09,0.37
Research Scientist,Master's,Low,86834,0.11,0.99
Marketing Manager,Master's,Medium,133988,0.37,0.18
Security Guard,High School,Medium,145064,0.78,0.28
Security Guard,High School,Medium,106620,0.94,0.79
Retail Worker,Bachelor's,High,80942,0.75,0.36
Customer Support,High School,High,133274,0.8,0.15
Retail Worker,Bachelor's,High,49826,0.85,0.35
Retail Worker,Bachelor's,High,97116,0.8,0.8
Data Scientist,PhD,Medium,136030,0.59,0.68
Construction Worker,PhD,Medium,33388,0.89,0.48
Software Engineer,Master's,Low,58797,0.44,0.83
AI Engineer,PhD,Low,129508,0.29,0.26
Chef,PhD,Medium,54996,0.41,0.59
UX Researcher,High School,Medium,136165,0.64,0.15
Nurse,High School,Low,83986,0.2,0.82
AI Engineer,PhD,Low,126681,0.21,0.32
Marketing Manager,Master's,Medium,148083,0.48,0.89
Teacher,High School,Low,145915,0.07,0.84
Truck Driver,PhD,High,45002,0.8,0.35
Marketing Manager,Master's,Medium,90587,0.35,0.33
Construction Worker,PhD,Medium,117927,0.87,0.58
Graphic Designer,High School,Medium,111301,0.49,0.85
Research Scientist,Master's,Low,138560,0.11,0.24
AI Engineer,PhD,Low,113092,0.26,0.41
Doctor,Bachelor's,Low,41430,0.16,0.28
Customer Support,High School,High,39349,0.79,0.71
Customer Support,High School,High,61658,0.71,0.41
UX Researcher,High School,Medium,39106,0.31,0.44
Retail Worker,Bachelor's,High,97792,0.81,0.1
Research Scientist,Master's,Low,39788,0.23,0.03
Security Guard,High School,Medium,88215,0.74,0.04
Software Engineer,Master's,Low,87487,0.34,0.68
Mechanic,Bachelor's,Medium,85016,0.45,0.82
Chef,PhD,Medium,38701,0.6,0.9
Nurse,High School,Low,145571,0.23,0.23
Software Engineer,Master's,Low,106733,0.41,0.21
AI Engineer,PhD,Low,128725,0.21,0.05
Software Engineer,Master's,Low,112669,0.31,0.64
Mechanic,Bachelor's,Medium,79755,0.38,0.18
HR Specialist,PhD,Low,80636,0.45,0.04
Financial Analyst,Master's,Low,52437,0.56,0.67
Truck Driver,PhD,High,119128,0.74,0.61
UX Researcher,High School,Medium,36210,0.54,0.6
Customer Support,High School,High,88880,0.95,0.73
Mechanic,Bachelor's,Medium,72428,0.47,0.23
Nurse,High School,Low,42199,0.26,0.84
Software Engineer,Master's,Low,95109,0.61,0.06
Marketing Manager,Master's,Medium,30448,0.36,0.94
Truck Driver,PhD,High,91638,0.77,0.89
Customer Support,High School,High,79584,0.71,0.55
Construction Worker,PhD,Medium,134065,0.76,0.33
Chef,PhD,Medium,61474,0.42,0.7
Construction Worker,PhD,Medium,101864,0.83,0.87
Truck Driver,PhD,High,40496,0.75,0.86
Research Scientist,Master's,Low,45285,0.26,0.65
Retail Worker,Bachelor's,High,53929,0.93,0.97
Mechanic,Bachelor's,Medium,90993,0.54,0.65
Retail Worker,Bachelor's,High,115059,0.94,0.76
Truck Driver,PhD,High,84853,0.78,0.47
UX Researcher,High School,Medium,84566,0.31,0.68
UX Researcher,High School,Medium,89930,0.64,0.12
Research Scientist,Master's,Low,75357,0.3,0.33
Construction Worker,PhD,Medium,102730,0.7,0.38
Customer Support,High School,High,73200,0.93,0.64
UX Researcher,High School,Medium,84887,0.67,0.32
Nurse,High School,Low,34008,0.25,0.85
Graphic Designer,High School,Medium,138321,0.39,0.54
Graphic Designer,High School,Medium,105328,0.55,0.86
Teacher,High School,Low,105755,0.3,0.37
HR Specialist,PhD,Low,42430,0.69,0.77
Mechanic,Bachelor's,Medium,67088,0.57,0.39
Mechanic,Bachelor's,Medium,31312,0.31,0.91
Customer Support,High School,High,33914,0.82,0.87
Data Scientist,PhD,Medium,74181,0.45,0.76
Data Scientist,PhD,Medium,72734,0.43,0.31
UX Researcher,High School,Medium,59319,0.68,0.13
Doctor,Bachelor's,Low,108806,0.1,0.36
Graphic Designer,High School,Medium,110296,0.6,0.94
Construction Worker,PhD,Medium,140979,0.75,0.31
Research Scientist,Master's,Low,147083,0.2,0.54
Software Engineer,Master's,Low,120236,0.55,0.89
Data Scientist,PhD,Medium,89550,0.32,0.45
Retail Worker,Bachelor's,High,63867,0.91,0.75
Doctor,Bachelor's,Low,132922,0.28,0.81
Financial Analyst,Master's,Low,134242,0.6,0.89
UX Researcher,High School,Medium,72408,0.33,0.21
Teacher,High School,Low,146199,0.2,0.28
Chef,PhD,Medium,122864,0.37,0.62
Teacher,High School,Low,63791,0.1,0.19
Customer Support,High School,High,70840,0.72,0.6
Doctor,Bachelor's,Low,87796,0.15,0.7
AI Engineer,PhD,Low,126747,0.12,0.11
Truck Driver,PhD,High,126409,0.75,0.16
HR Specialist,PhD,Low,60740,0.32,0.53
Research Scientist,Master's,Low,108275,0.1,0.56
Retail Worker,Bachelor's,High,32570,0.76,0.38
Retail Worker,Bachelor's,High,80258,0.88,0.2
Data Scientist,PhD,Medium,34970,0.67,0.91
Security Guard,High School,Medium,35973,0.84,0.5
HR Specialist,PhD,Low,101126,0.4,0.68
Data Scientist,PhD,Medium,123686,0.7,0.85
Financial Analyst,Master's,Low,39421,0.52,0.85
Truck Driver,PhD,High,119894,0.73,0.26
AI Engineer,PhD,Low,78448,0.28,0.27
Mechanic,Bachelor's,Medium,86686,0.47,0.91
Doctor,Bachelor's,Low,111319,0.2,0.24
UX Researcher,High School,Medium,44363,0.35,0.65
Data Scientist,PhD,Medium,61325,0.39,0.64
Graphic Designer,High School,Medium,110296,0.46,0.95
Graphic Designer,High School,Medium,123909,0.49,0.69
Security Guard,High School,High,45795,0.85,0.18
Research Scientist,PhD,Low,133355,0.05,0.62
Construction Worker,High School,High,146216,0.81,0.86
Software Engineer,High School,Medium,136530,0.6,0.39
Financial Analyst,Bachelor's,Medium,70397,0.64,0.52
AI Engineer,High School,Low,92592,0.1,0.29
Mechanic,PhD,Medium,107373,0.41,0.67
Teacher,Bachelor's,Low,53419,0.17,0.2
HR Specialist,High School,Medium,139225,0.48,0.3
Customer Support,Bachelor's,High,85016,0.8,0.01
UX Researcher,Master's,Medium,82733,0.41,0.5
Financial Analyst,Bachelor's,Medium,117455,0.4,0.67
Lawyer,PhD,Medium,79811,0.5,0.68
Data Scientist,Master's,Medium,115981,0.63,0.26
Research Scientist,PhD,Low,96690,0.21,0.89
Graphic Designer,Master's,Medium,32869,0.58,0.65
Teacher,Bachelor's,Low,36893,0.27,0.97
Teacher,Bachelor's,Low,103744,0.28,0.94
Retail Worker,PhD,High,148015,0.93,0.17
Doctor,High School,Low,108069,0.15,0.55
AI Engineer,High School,Low,43403,0.06,0.09
HR Specialist,High School,Medium,49508,0.33,0.22
Teacher,Bachelor's,Low,58251,0.29,0.08
Financial Analyst,Bachelor's,Medium,33343,0.54,0.74
AI Engineer,High School,Low,125435,0.17,0.1
Software Engineer,High School,Medium,39540,0.56,0.16
Mechanic,PhD,Medium,68304,0.33,0.91
Customer Support,Bachelor's,High,33267,0.92,0.7
HR Specialist,High School,Medium,89031,0.47,0.93
HR Specialist,High School,Medium,102936,0.68,0.09
Teacher,Bachelor's,Low,114076,0.19,0.49
Retail Worker,PhD,High,69081,0.72,0.82
Retail Worker,PhD,High,102124,0.93,0.56
Truck Driver,High School,Medium,91629,0.92,0.37
Teacher,Bachelor's,Low,43843,0.22,0.52
Mechanic,PhD,Medium,59703,0.44,0.19
Mechanic,PhD,Medium,64349,0.59,0.82
Customer Support,Bachelor's,High,92292,0.91,0.38
Chef,High School,Medium,53524,0.4,0.94
Retail Worker,PhD,High,88017,0.91,0.77
Graphic Designer,Master's,Medium,111317,0.55,0.98
Doctor,High School,Low,144825,0.07,0.84
Research Scientist,PhD,Low,52415,0.15,0.18
Construction Worker,High School,High,134680,0.83,0.21
Customer Support,Bachelor's,High,109714,0.93,0.99
Data Scientist,Master's,Medium,97067,0.46,0.87
Construction Worker,High School,High,37561,0.85,0.65
Teacher,Bachelor's,Low,142581,0.11,0.93
UX Researcher,Master's,Medium,39111,0.65,0.4
Retail Worker,PhD,High,72101,0.76,0.43
Security Guard,High School,High,117958,0.9,0.99
AI Engineer,High School,Low,97444,0.14,0.99
AI Engineer,High School,Low,30077,0.2,0.91
UX Researcher,Master's,Medium,148721,0.52,0.07
Customer Support,Bachelor's,High,127720,0.74,0.71
Data Scientist,Master's,Medium,50103,0.61,0.49
Graphic Designer,Master's,Medium,145033,0.36,0.61
Doctor,High School,Low,95310,0.08,0.07
Mechanic,PhD,Medium,93374,0.38,0.38
Research Scientist,PhD,Low,71914,0.19,0.91
Financial Analyst,Bachelor's,Medium,132547,0.37,0.86
UX Researcher,Master's,Medium,119106,0.51,0.29
UX Researcher,Master's,Medium,82603,0.59,0.03
Security Guard,High School,High,131358,0.88,0.1
Security Guard,High School,High,83394,0.81,0.18
Nurse,PhD,Low,92516,0.24,0.22
Graphic Designer,Master's,Medium,53752,0.35,0.65
AI Engineer,High School,Low,108411,0.12,0.11
Chef,High School,Medium,116145,0.34,0.96
Data Scientist,Master's,Medium,124613,0.52,0.48
Marketing Manager,PhD,Medium,30060,0.33,0.6
Marketing Manager,PhD,Medium,87134,0.59,0.54
Construction Worker,High School,High,67641,0.84,0.93
Research Scientist,PhD,Low,67265,0.2,0.83
Customer Support,Bachelor's,High,145608,0.85,0.63
Mechanic,PhD,Medium,59629,0.55,0.4
Data Scientist,Master's,Medium,85619,0.31,0.23
Software Engineer,High School,Medium,136506,0.7,0.61
Research Scientist,PhD,Low,148533,0.27,0.06
Financial Analyst,Bachelor's,Medium,105758,0.34,0.59
Marketing Manager,PhD,Medium,55559,0.59,0.37
Financial Analyst,Bachelor's,Medium,31591,0.41,0.68
Financial Analyst,Bachelor's,Medium,32469,0.65,0.16
Marketing Manager,PhD,Medium,117263,0.55,0.62
Retail Worker,PhD,High,121357,0.87,0.1
Nurse,PhD,Low,54860,0.24,0.75
Retail Worker,PhD,High,36540,0.87,0.16
Retail Worker,PhD,High,58602,0.95,0.4
Lawyer,PhD,Medium,69341,0.61,0.87
Doctor,High School,Low,41536,0.1,0.69
Marketing Manager,PhD,Medium,113309,0.58,0.6
AI Engineer,High School,Low,78787,0.13,0.56
Graphic Designer,Master's,Medium,98577,0.55,0.17
Construction Worker,High School,High,54826,0.85,0.66
Marketing Manager,PhD,Medium,61890,0.65,0.47
HR Specialist,High School,Medium,75500,0.64,0.42
Truck Driver,High School,Medium,95128,0.85,0.03
UX Researcher,Master's,Medium,49975,0.4,0.91
Chef,High School,Medium,75893,0.4,0.39
HR Specialist,High School,Medium,106619,0.54,0.15
HR Specialist,High School,Medium,113310,0.31,0.56
AI Engineer,High School,Low,55611,0.22,0.4
Truck Driver,High School,Medium,108131,0.74,0.94
Research Scientist,PhD,Low,58625,0.24,0.83
Lawyer,PhD,Medium,47087,0.7,0.32
Customer Support,Bachelor's,High,143942,0.77,0.87
Mechanic,PhD,Medium,109973,0.56,0.59
Truck Driver,High School,Medium,57598,0.84,0.48
Doctor,High School,Low,75379,0.09,0.48
HR Specialist,High School,Medium,130441,0.64,0.52
UX Researcher,Master's,Medium,72668,0.56,0.11
Data Scientist,Master's,Medium,140641,0.57,0.82
Marketing Manager,PhD,Medium,46014,0.39,0.61
Data Scientist,Master's,Medium,92438,0.59,0.13
Doctor,High School,Low,102240,0.11,0.07
Truck Driver,High School,Medium,39686,0.72,0.33
Mechanic,PhD,Medium,40754,0.69,0.38
Retail Worker,PhD,High,40699,0.73,0.16
HR Specialist,High School,Medium,120373,0.53,0.79
Software Engineer,High School,Medium,70461,0.36,0.32
HR Specialist,High School,Medium,103965,0.63,0.32
Research Scientist,PhD,Low,58179,0.05,0.28
Doctor,High School,Low,125694,0.07,0.43
Chef,High School,Medium,128723,0.62,0.85
Financial Analyst,Bachelor's,Medium,36548,0.57,0.79
Research Scientist,PhD,Low,40634,0.17,0.84
HR Specialist,High School,Medium,62784,0.48,0.32
Nurse,PhD,Low,37099,0.23,0.52
Graphic Designer,Master's,Medium,74857,0.68,0.99
Data Scientist,Master's,Medium,91063,0.38,0.62
Security Guard,High School,High,89765,0.9,0.58
Mechanic,PhD,Medium,32461,0.65,0.12
Teacher,Bachelor's,Low,53911,0.09,0.78
Financial Analyst,Bachelor's,Medium,50567,0.54,0.73
Marketing Manager,PhD,Medium,52656,0.34,0.73
Research Scientist,PhD,Low,77701,0.24,0.76
Graphic Designer,Master's,Medium,137539,0.46,0.89
Research Scientist,PhD,Low,46087,0.19,0.58
Lawyer,PhD,Medium,67861,0.48,0.79
Construction Worker,High School,High,89792,0.73,0.64
Chef,High School,Medium,36397,0.42,0.27
Data Scientist,Master's,Medium,49715,0.47,0.73
Lawyer,PhD,Medium,122573,0.66,0.26
Graphic Designer,Master's,Medium,133864,0.44,0.53
Chef,High School,Medium,48745,0.38,0.26
Doctor,High School,Low,49446,0.27,0.52
Nurse,PhD,Low,98673,0.21,0.46
Customer Support,Bachelor's,High,93870,0.75,0.76
Financial Analyst,Bachelor's,Medium,72951,0.34,0.54
Construction Worker,High School,High,37239,0.92,0.64
Customer Support,Bachelor's,High,149798,0.74,0.89
Security Guard,High School,High,149052,0.81,0.17
Teacher,Bachelor's,Low,39587,0.13,0.54
Marketing Manager,PhD,Medium,120301,0.44,0.24
HR Specialist,High School,Medium,117969,0.57,0.31
Security Guard,High School,High,39528,0.93,0.41
Teacher,Bachelor's,Low,95677,0.15,0.38
HR Specialist,High School,Medium,51778,0.55,0.84
Lawyer,PhD,Medium,36816,0.33,0.28
Research Scientist,PhD,Low,53567,0.16,0.84
Lawyer,PhD,Medium,121170,0.31,0.06
AI Engineer,High School,Low,91944,0.08,0.64
Security Guard,High School,High,123905,0.93,0.04
Teacher,Bachelor's,Low,73056,0.26,0.05
Truck Driver,High School,Medium,89156,0.71,0.88
Marketing Manager,PhD,Medium,102124,0.68,0.3
Doctor,High School,Low,54995,0.19,0.09
Mechanic,PhD,Medium,100194,0.37,0.12
Lawyer,PhD,Medium,97534,0.39,0.91
UX Researcher,Master's,Medium,123547,0.53,0.38
AI Engineer,High School,Low,111926,0.29,0.04
HR Specialist,High School,Medium,107487,0.34,0.58
HR Specialist,High School,Medium,107362,0.5,0.31
Financial Analyst,Bachelor's,Medium,44973,0.61,0.03
Research Scientist,PhD,Low,30340,0.26,0.68
Doctor,High School,Low,104965,0.23,0.79
Truck Driver,High School,Medium,74789,0.87,0.55
Security Guard,High School,High,88954,0.85,0.56
Teacher,Bachelor's,Low,78456,0.26,0.85
Financial Analyst,Bachelor's,Medium,116698,0.42,0.69
Chef,High School,Medium,40886,0.6,0.74
AI Engineer,High School,Low,78511,0.14,0.41
AI Engineer,High School,Low,136127,0.15,0.05
Truck Driver,High School,Medium,45592,0.79,0.98
Security Guard,High School,High,134859,0.84,0.82
Nurse,PhD,Low,119678,0.06,0
UX Researcher,Master's,Medium,62402,0.62,0.84
Mechanic,PhD,Medium,53478,0.65,0.14
Lawyer,PhD,Medium,52005,0.49,0.39
Security Guard,High School,High,82389,0.9,0.73
Chef,High School,Medium,84336,0.57,0.09
Financial Analyst,Bachelor's,Medium,112594,0.66,0.74
Security Guard,High School,High,85243,0.8,0.58
UX Researcher,Master's,Medium,85668,0.57,0.55
Software Engineer,High School,Medium,82428,0.53,0.06
Data Scientist,Master's,Medium,107240,0.41,0.85
UX Researcher,Master's,Medium,120270,0.67,0.69
AI Engineer,High School,Low,74605,0.1,0.76
UX Researcher,Master's,Medium,140059,0.5,0.11
Mechanic,PhD,Medium,96155,0.58,0.73
Construction Worker,High School,High,131971,0.85,0.76
Teacher,Bachelor's,Low,57413,0.27,0.25
Software Engineer,High School,Medium,138125,0.41,0.06
HR Specialist,High School,Medium,42602,0.68,0.75
Research Scientist,PhD,Low,110070,0.15,0.9
UX Researcher,Master's,Medium,50954,0.48,0.3
Customer Support,Bachelor's,High,118691,0.84,0.93
Lawyer,PhD,Medium,120453,0.59,0.19
Software Engineer,High School,Medium,37214,0.6,0.41
Research Scientist,PhD,Low,139269,0.21,0.36
Construction Worker,High School,High,119285,0.91,0.12
Research Scientist,PhD,Low,122268,0.17,0.55
Customer Support,Bachelor's,High,118791,0.83,0.5
Customer Support,Bachelor's,High,86408,0.78,0.68
Financial Analyst,Bachelor's,Medium,136464,0.38,0.02
Graphic Designer,Master's,Medium,56049,0.56,0.37
Graphic Designer,Master's,Medium,84845,0.52,0.98
Graphic Designer,Master's,Medium,133937,0.36,0.55
AI Engineer,High School,Low,143557,0.16,0.37
Data Scientist,Master's,Medium,32994,0.55,0.01
Truck Driver,High School,Medium,54351,0.7,0.98
Teacher,Bachelor's,Low,74816,0.23,0.64
Financial Analyst,Bachelor's,Medium,103788,0.57,0.73
Teacher,Bachelor's,Low,40103,0.14,0.52
Marketing Manager,PhD,Medium,34458,0.48,0.71
Construction Worker,High School,High,59493,0.89,0.93
Data Scientist,Master's,Medium,93059,0.42,0.11
Graphic Designer,Master's,Medium,121683,0.68,0.35
Lawyer,PhD,Medium,46322,0.36,0.44
Software Engineer,High School,Medium,100293,0.37,0.08
Truck Driver,High School,Medium,79298,0.85,0.22
Construction Worker,High School,High,73937,0.85,0.53
Lawyer,PhD,Medium,146464,0.49,0.79
Retail Worker,PhD,High,106274,0.81,0.33
Chef,High School,Medium,32581,0.69,0.39
Truck Driver,High School,Medium,142309,0.79,0.37
Marketing Manager,PhD,Medium,85612,0.61,0.55
Truck Driver,High School,Medium,65710,0.76,0.39
Security Guard,High School,High,46999,0.92,0.19
Customer Support,Bachelor's,High,142701,0.89,0.53
Teacher,Bachelor's,Low,54031,0.24,0.98
Software Engineer,High School,Medium,115679,0.51,0.43
Mechanic,PhD,Medium,63724,0.7,0.81
UX Researcher,Master's,Medium,131154,0.55,0.01
Mechanic,PhD,Medium,100014,0.46,0.44
Nurse,PhD,Low,35232,0.06,0.72
Graphic Designer,Master's,Medium,114425,0.54,0.16
Research Scientist,PhD,Low,116795,0.18,0.8
Customer Support,Bachelor's,High,53559,0.85,0.42
Construction Worker,High School,High,94418,0.86,0.03
Data Scientist,Master's,Medium,117954,0.38,0.39
Mechanic,PhD,Medium,105831,0.42,0.8
HR Specialist,High School,Medium,48814,0.49,0.15
Research Scientist,PhD,Low,147904,0.26,0.46
Chef,High School,Medium,116694,0.45,0.99
Security Guard,High School,High,74739,0.75,0.76
AI Engineer,High School,Low,110357,0.26,0.85
Lawyer,PhD,Medium,44079,0.53,0.34
UX Researcher,Master's,Medium,103648,0.41,0.38
UX Researcher,Master's,Medium,143892,0.55,0.77
Data Scientist,Master's,Medium,135296,0.49,0.23
Retail Worker,PhD,High,66639,0.93,0.47
Graphic Designer,Master's,Medium,105476,0.45,0.84
UX Researcher,Master's,Medium,71830,0.38,0.6
Software Engineer,High School,Medium,129555,0.41,0.44
HR Specialist,High School,Medium,91576,0.36,0.16
Data Scientist,Master's,Medium,137524,0.3,0.76
Retail Worker,PhD,High,148360,0.81,0.18
Research Scientist,PhD,Low,55464,0.14,0.55
Data Scientist,Master's,Medium,85798,0.53,0.8
Research Scientist,PhD,Low,133243,0.12,0.17
AI Engineer,High School,Low,84710,0.11,0.23
UX Researcher,Master's,Medium,38848,0.64,0.47
Teacher,Bachelor's,Low,95942,0.13,0.6
Graphic Designer,Master's,Medium,45086,0.39,0.69
Doctor,High School,Low,39343,0.12,0.28
Marketing Manager,PhD,Medium,89550,0.32,0.31
Graphic Designer,Master's,Medium,70317,0.68,0.66
